CN2017,,SITC Rev 4
0604 90 19,ex,292.72
0604 90 91,ex,292.72
0604 90 99,ex,292.72
0701 10 00,ex,054.10
0701 90 10,ex,054.10
0701 90 50,ex,054.10
0701 90 90,ex,054.10
0702 00 00,-,054.40
0703 10 11,ex,054.51
0703 10 19,ex,054.51
0703 10 90,ex,054.51
0703 20 00,ex,054.52
0703 90 00,ex,054.52
0704 10 00,ex,054.53
0704 20 00,ex,054.53
0704 90 10,ex,054.53
0704 90 90,ex,054.53
0705 11 00,ex,054.54
0705 19 00,ex,054.54
0705 21 00,ex,054.54
0705 29 00,ex,054.54
0706 10 00,ex,054.55
0706 90 10,ex,054.55
0706 90 30,ex,054.55
0706 90 90,ex,054.55
0707 00 05,ex,054.56
0707 00 90,ex,054.56
0708 10 00,ex,054.57
0708 20 00,ex,054.57
0708 90 00,ex,054.57
0709 20 00,ex,054.59
0709 30 00,ex,054.59
0709 40 00,ex,054.59
0709 51 00,ex,054.58
0709 59 10,ex,054.58
0709 59 30,ex,054.58
0709 59 50,ex,054.58
0709 59 90,ex,054.58
0709 60 10,ex,054.59
0709 60 91,ex,054.59
0709 60 95,ex,054.59
0709 60 99,ex,054.59
0709 70 00,ex,054.59
0709 91 00,ex,054.59
0709 92 10,ex,054.59
0709 92 90,ex,054.59
0709 93 10,ex,054.59
0709 93 90,ex,054.59
0709 99 10,ex,054.59
0709 99 20,ex,054.59
0709 99 40,ex,054.59
0709 99 50,ex,054.59
0709 99 60,ex,054.59
0709 99 90,ex,054.59
0710 10 00,ex,054.69
0710 21 00,ex,054.69
0710 22 00,ex,054.69
0710 29 00,ex,054.69
0710 30 00,ex,054.69
0710 40 00,-,054.61
0710 80 10,ex,054.69
0710 80 51,ex,054.69
0710 80 59,ex,054.69
0710 80 61,ex,054.69
0710 80 69,ex,054.69
0710 80 70,ex,054.69
0710 80 80,ex,054.69
0710 80 85,ex,054.69
0710 80 95,ex,054.69
0710 90 00,ex,054.69
0711 20 10,ex,054.70
0711 20 90,ex,054.70
0711 40 00,ex,054.70
0711 51 00,ex,054.70
0711 59 00,ex,054.70
0711 90 10,ex,054.70
0711 90 30,ex,054.70
0711 90 50,ex,054.70
0711 90 70,ex,054.70
0711 90 80,ex,054.70
0711 90 90,ex,054.70
0712 20 00,-,056.12
0712 31 00,ex,056.13
0712 32 00,ex,056.13
0712 33 00,ex,056.13
0712 39 00,ex,056.13
0712 90 05,ex,056.19
0712 90 11,ex,056.19
0712 90 19,ex,056.19
0712 90 30,ex,056.19
0712 90 50,ex,056.19
0712 90 90,ex,056.19
0713 10 10,ex,054.21
0713 10 90,ex,054.21
0713 20 00,-,054.22
0713 31 00,ex,054.23
0713 32 00,ex,054.23
0713 33 10,ex,054.23
0713 33 90,ex,054.23
0713 34 00,ex,054.23
0713 35 00,ex,054.23
0713 39 00,ex,054.23
0713 40 00,-,054.24
0713 50 00,-,054.25
0713 60 00,ex,054.29
0713 90 00,ex,054.29
0714 10 00,-,054.81
0714 20 10,ex,054.83
0714 20 90,ex,054.83
0714 30 00,ex,054.83
0714 40 00,ex,054.83
0714 50 00,ex,054.83
0714 90 20,ex,054.83
0714 90 90,ex,054.83
0801 11 00,ex,057.71
0801 12 00,ex,057.71
0801 19 00,ex,057.71
0801 21 00,ex,057.72
0801 22 00,ex,057.72
0801 31 00,ex,057.73
0801 32 00,ex,057.73
0802 11 10,ex,057.74
0802 11 90,ex,057.74
0802 12 10,ex,057.74
0802 12 90,ex,057.74
0802 21 00,ex,057.75
0802 22 00,ex,057.75
0802 31 00,ex,057.76
0802 32 00,ex,057.76
0802 41 00,ex,057.77
0802 42 00,ex,057.77
0802 51 00,ex,057.78
0802 52 00,ex,057.78
0802 61 00,ex,057.79
0802 62 00,ex,057.79
0802 70 00,ex,057.79
0802 80 00,ex,057.79
0802 90 10,ex,057.79
0802 90 50,ex,057.79
0802 90 85,ex,057.79
0803 10 10,ex,057.30
0803 10 90,ex,057.30
0803 90 10,ex,057.30
0803 90 90,ex,057.30
0804 10 00,-,057.96
0804 20 10,ex,057.60
0804 20 90,ex,057.60
0804 30 00,-,057.95
0804 40 00,ex,057.97
0804 50 00,ex,057.97
0805 10 22,ex,057.11
0805 10 24,ex,057.11
0805 10 28,ex,057.11
0805 10 80,ex,057.11
0805 21 10,ex,057.12
0805 21 90,ex,057.12
0805 22 00,ex,057.12
0805 29 00,ex,057.12
0805 40 00,-,057.22
0805 50 10,ex,057.21
0805 50 90,ex,057.21
0805 90 00,-,057.29
0806 10 10,ex,057.51
0806 10 90,ex,057.51
0806 20 10,ex,057.52
0806 20 30,ex,057.52
0806 20 90,ex,057.52
0807 11 00,ex,057.91
0807 19 00,ex,057.91
0807 20 00,ex,057.91
0808 10 10,ex,057.40
0808 10 80,ex,057.40
0808 30 10,ex,057.92
0808 30 90,ex,057.92
0808 40 00,ex,057.92
0809 10 00,ex,057.93
0809 21 00,ex,057.93
0809 29 00,ex,057.93
0809 30 10,ex,057.93
0809 30 90,ex,057.93
0809 40 05,ex,057.93
0809 40 90,ex,057.93
0810 10 00,ex,057.94
0810 20 10,ex,057.94
0810 20 90,ex,057.94
0810 30 10,ex,057.98
0810 30 30,ex,057.98
0810 30 90,ex,057.98
0810 40 10,ex,057.94
0810 40 30,ex,057.94
0810 40 50,ex,057.94
0810 40 90,ex,057.94
0810 50 00,ex,057.98
0810 60 00,ex,057.98
0810 70 00,ex,057.98
0810 90 20,ex,057.98
0810 90 75,ex,057.98
0811 10 11,ex,058.31
0811 10 19,ex,058.31
0811 10 90,ex,058.31
0811 20 11,ex,058.32
0811 20 19,ex,058.32
0811 20 31,ex,058.32
0811 20 39,ex,058.32
0811 20 51,ex,058.32
0811 20 59,ex,058.32
0811 20 90,ex,058.32
0811 90 11,ex,058.39
0811 90 19,ex,058.39
0811 90 31,ex,058.39
0811 90 39,ex,058.39
0811 90 50,ex,058.39
0811 90 70,ex,058.39
0811 90 75,ex,058.39
0811 90 80,ex,058.39
0811 90 85,ex,058.39
0811 90 95,ex,058.39
0812 10 00,ex,058.21
0812 90 25,ex,058.21
0812 90 30,ex,058.21
0812 90 40,ex,058.21
0812 90 70,ex,058.21
0812 90 98,ex,058.21
0813 10 00,ex,057.99
0813 20 00,ex,057.99
0813 30 00,ex,057.99
0813 40 10,ex,057.99
0813 40 30,ex,057.99
0813 40 50,ex,057.99
0813 40 65,ex,057.99
0813 40 95,ex,057.99
0813 50 12,ex,057.99
0813 50 15,ex,057.99
0813 50 19,ex,057.99
0813 50 31,ex,057.99
0813 50 39,ex,057.99
0813 50 91,ex,057.99
0813 50 99,ex,057.99
0814 00 00,-,058.22
0901 11 00,-,071.11
0901 12 00,-,071.12
0901 21 00,ex,071.20
0901 22 00,ex,071.20
0901 90 10,ex,071.32
0901 90 90,ex,071.32
0902 10 00,-,074.11
0902 20 00,-,074.12
0902 30 00,-,074.13
0902 40 00,-,074.14
0903 00 00,-,074.31
0904 11 00,-,075.11
0904 12 00,-,075.12
0904 21 10,ex,075.13
0904 21 90,ex,075.13
0904 22 00,ex,075.13
0905 10 00,ex,075.21
0905 20 00,ex,075.21
0906 11 00,ex,075.22
0906 19 00,ex,075.22
0906 20 00,-,075.23
0907 10 00,ex,075.24
0907 20 00,ex,075.24
0908 11 00,ex,075.25
0908 12 00,ex,075.25
0908 21 00,ex,075.25
0908 22 00,ex,075.25
0908 31 00,ex,075.25
0908 32 00,ex,075.25
0909 21 00,ex,075.26
0909 22 00,ex,075.26
0909 31 00,ex,075.26
0909 32 00,ex,075.26
0909 61 00,ex,075.26
0909 62 00,ex,075.26
0910 11 00,ex,075.27
0910 12 00,ex,075.27
0910 20 10,ex,075.28
0910 20 90,ex,075.28
0910 30 00,ex,075.29
0910 91 05,ex,075.29
0910 91 10,ex,075.29
0910 91 90,ex,075.29
0910 99 10,ex,075.29
0910 99 31,ex,075.29
0910 99 33,ex,075.29
0910 99 39,ex,075.29
0910 99 50,ex,075.29
0910 99 91,ex,075.29
0910 99 99,ex,075.29
1001 11 00,ex,041.10
1001 19 00,ex,041.10
1001 91 10,ex,041.20
1001 91 20,ex,041.20
1001 91 90,ex,041.20
1001 99 00,ex,041.20
1002 10 00,ex,045.10
1002 90 00,ex,045.10
1003 10 00,ex,043.00
1003 90 00,ex,043.00
1004 10 00,ex,045.20
1004 90 00,ex,045.20
1005 10 13,ex,044.10
1005 10 15,ex,044.10
1005 10 18,ex,044.10
1005 10 90,ex,044.10
1005 90 00,-,044.90
1006 10 10,ex,042.10
1006 10 30,ex,042.10
1006 10 50,ex,042.10
1006 10 71,ex,042.10
1006 10 79,ex,042.10
1006 20 11,ex,042.20
1006 20 13,ex,042.20
1006 20 15,ex,042.20
1006 20 17,ex,042.20
1006 20 92,ex,042.20
1006 20 94,ex,042.20
1006 20 96,ex,042.20
1006 20 98,ex,042.20
1006 30 21,ex,042.31
1006 30 23,ex,042.31
1006 30 25,ex,042.31
1006 30 27,ex,042.31
1006 30 42,ex,042.31
1006 30 44,ex,042.31
1006 30 46,ex,042.31
1006 30 48,ex,042.31
1006 30 61,ex,042.31
1006 30 63,ex,042.31
1006 30 65,ex,042.31
1006 30 67,ex,042.31
1006 30 92,ex,042.31
1006 30 94,ex,042.31
1006 30 96,ex,042.31
1006 30 98,ex,042.31
1006 40 00,-,042.32
1007 10 10,ex,045.30
1007 10 90,ex,045.30
1007 90 00,ex,045.30
1008 10 00,-,045.92
1008 21 00,ex,045.91
1008 29 00,ex,045.91
1008 30 00,-,045.93
1008 40 00,ex,045.99
1008 50 00,ex,045.99
1008 60 00,ex,045.99
1008 90 00,ex,045.99
1101 00 11,ex,046.10
1101 00 15,ex,046.10
1101 00 90,ex,046.10
1102 20 10,ex,047.11
1102 20 90,ex,047.11
1102 90 10,ex,047.19
1102 90 30,ex,047.19
1102 90 50,ex,047.19
1102 90 70,ex,047.19
1102 90 90,ex,047.19
1103 11 10,ex,046.20
1103 11 90,ex,046.20
1103 13 10,ex,047.21
1103 13 90,ex,047.21
1103 19 20,ex,047.22
1103 19 40,ex,047.22
1103 19 50,ex,047.22
1103 19 90,ex,047.22
1103 20 25,ex,047.23
1103 20 30,ex,047.23
1103 20 40,ex,047.23
1103 20 50,ex,047.23
1103 20 60,ex,047.23
1103 20 90,ex,047.23
1104 12 10,ex,048.13
1104 12 90,ex,048.13
1104 19 10,ex,048.13
1104 19 30,ex,048.13
1104 19 50,ex,048.13
1104 19 61,ex,048.13
1104 19 69,ex,048.13
1104 19 91,ex,048.13
1104 19 99,ex,048.13
1104 22 40,ex,048.14
1104 22 50,ex,048.14
1104 22 95,ex,048.14
1104 23 40,ex,048.14
1104 23 98,ex,048.14
1104 29 04,ex,048.14
1104 29 05,ex,048.14
1104 29 08,ex,048.14
1104 29 17,ex,048.14
1104 29 30,ex,048.14
1104 29 51,ex,048.14
1104 29 55,ex,048.14
1104 29 59,ex,048.14
1104 29 81,ex,048.14
1104 29 85,ex,048.14
1104 29 89,ex,048.14
1104 30 10,ex,048.15
1104 30 90,ex,048.15
1105 10 00,-,056.41
1105 20 00,-,056.42
1106 10 00,-,056.46
1106 20 10,ex,056.47
1106 20 90,ex,056.47
1106 30 10,ex,056.48
1106 30 90,ex,056.48
1107 10 11,ex,048.20
1107 10 19,ex,048.20
1107 10 91,ex,048.20
1107 10 99,ex,048.20
1107 20 00,ex,048.20
1108 11 00,-,592.11
1108 12 00,-,592.12
1108 13 00,-,592.13
1108 14 00,-,592.14
1108 19 10,ex,592.15
1108 19 90,ex,592.15
1108 20 00,-,592.16
1109 00 00,-,592.17
1201 10 00,ex,222.20
1201 90 00,ex,222.20
1202 30 00,ex,222.12
1202 41 00,-,222.11
1202 42 00,ex,222.12
1203 00 00,-,223.10
1204 00 10,ex,223.40
1204 00 90,ex,223.40
1205 10 10,ex,222.61
1205 10 90,ex,222.61
1205 90 00,ex,222.61
1206 00 10,ex,222.40
1206 00 91,ex,222.40
1206 00 99,ex,222.40
1207 10 00,ex,223.70
1207 21 00,ex,222.30
1207 29 00,ex,222.30
1207 30 00,ex,223.70
1207 40 10,ex,222.50
1207 40 90,ex,222.50
1207 50 10,ex,222.62
1207 50 90,ex,222.62
1207 60 00,ex,223.70
1207 70 00,ex,223.70
1207 91 10,ex,223.70
1207 91 90,ex,223.70
1207 99 20,ex,223.70
1207 99 91,ex,223.70
1207 99 96,ex,223.70
1208 10 00,ex,223.90
1208 90 00,ex,223.90
1209 10 00,-,292.51
1209 21 00,ex,292.52
1209 22 10,ex,292.52
1209 22 80,ex,292.52
1209 23 11,ex,292.52
1209 23 15,ex,292.52
1209 23 80,ex,292.52
1209 24 00,ex,292.52
1209 25 10,ex,292.52
1209 25 90,ex,292.52
1209 29 45,ex,292.52
1209 29 50,ex,292.52
1209 29 60,ex,292.54
1209 29 80,ex,292.52
1209 30 00,-,292.53
1209 91 30,ex,292.54
1209 91 80,ex,292.54
1209 99 10,ex,292.59
1209 99 91,ex,292.59
1209 99 99,ex,292.59
1210 10 00,ex,054.84
1210 20 10,ex,054.84
1210 20 90,ex,054.84
1211 20 00,-,292.42
1211 30 00,ex,292.49
1211 40 00,ex,292.49
1211 50 00,ex,292.49
1211 90 30,ex,292.49
1211 90 86,ex,292.49
1212 21 00,ex,292.97
1212 29 00,ex,292.97
1212 91 20,ex,054.87
1212 91 80,ex,054.87
1212 92 00,ex,054.89
1212 93 00,ex,054.89
1212 94 00,ex,054.89
1212 99 41,ex,054.89
1212 99 49,ex,054.89
1212 99 95,ex,054.89
1213 00 00,-,081.11
1214 10 00,-,081.12
1214 90 10,ex,081.13
1214 90 90,ex,081.13
1301 20 00,-,292.22
1301 90 00,-,292.29
1302 11 00,ex,292.94
1302 12 00,ex,292.94
1302 13 00,ex,292.94
1302 14 00,ex,292.94
1302 19 05,ex,292.94
1302 19 70,ex,292.94
1302 20 10,ex,292.95
1302 20 90,ex,292.95
1302 31 00,ex,292.96
1302 32 10,ex,292.96
1302 32 90,ex,292.96
1302 39 00,ex,292.96
1401 10 00,-,292.31
1401 20 00,-,292.32
1401 90 00,-,292.39
1404 20 00,-,263.20
1404 90 00,-,292.99
1501 10 10,ex,411.20
1501 10 90,ex,411.20
1501 20 10,ex,411.20
1501 20 90,ex,411.20
1501 90 00,ex,411.20
1502 10 10,ex,411.32
1502 10 90,ex,411.32
1502 90 10,ex,411.32
1502 90 90,ex,411.32
1503 00 11,ex,411.33
1503 00 19,ex,411.33
1503 00 30,ex,411.33
1503 00 90,ex,411.33
1504 10 10,ex,411.11
1504 10 91,ex,411.11
1504 10 99,ex,411.11
1504 20 10,ex,411.12
1504 20 90,ex,411.12
1504 30 10,ex,411.13
1504 30 90,ex,411.13
1505 00 10,ex,411.35
1505 00 90,ex,411.35
1506 00 00,-,411.39
1507 10 10,ex,421.11
1507 10 90,ex,421.11
1507 90 10,ex,421.19
1507 90 90,ex,421.19
1508 10 10,ex,421.31
1508 10 90,ex,421.31
1508 90 10,ex,421.39
1508 90 90,ex,421.39
1509 10 10,ex,421.41
1509 10 20,ex,421.41
1509 10 80,ex,421.41
1509 90 00,-,421.42
1510 00 10,ex,421.49
1510 00 90,ex,421.49
1511 10 10,ex,422.21
1511 10 90,ex,422.21
1511 90 11,ex,422.29
1511 90 19,ex,422.29
1511 90 91,ex,422.29
1511 90 99,ex,422.29
1512 11 10,ex,421.51
1512 11 91,ex,421.51
1512 11 99,ex,421.51
1512 19 10,ex,421.59
1512 19 90,ex,421.59
1512 21 10,ex,421.21
1512 21 90,ex,421.21
1512 29 10,ex,421.29
1512 29 90,ex,421.29
1513 11 10,ex,422.31
1513 11 91,ex,422.31
1513 11 99,ex,422.31
1513 19 11,ex,422.39
1513 19 19,ex,422.39
1513 19 30,ex,422.39
1513 19 91,ex,422.39
1513 19 99,ex,422.39
1513 21 10,ex,422.41
1513 21 30,ex,422.41
1513 21 90,ex,422.41
1513 29 11,ex,422.49
1513 29 19,ex,422.49
1513 29 30,ex,422.49
1513 29 50,ex,422.49
1513 29 90,ex,422.49
1514 11 10,ex,421.71
1514 11 90,ex,421.71
1514 19 10,ex,421.79
1514 19 90,ex,421.79
1514 91 10,ex,421.71
1514 91 90,ex,421.71
1514 99 10,ex,421.79
1514 99 90,ex,421.79
1515 11 00,-,422.11
1515 19 10,ex,422.19
1515 19 90,ex,422.19
1515 21 10,ex,421.61
1515 21 90,ex,421.61
1515 29 10,ex,421.69
1515 29 90,ex,421.69
1515 30 10,ex,422.50
1515 30 90,ex,422.50
1515 50 11,ex,421.80
1515 50 19,ex,421.80
1515 50 91,ex,421.80
1515 50 99,ex,421.80
1515 90 11,ex,422.90
1515 90 21,ex,422.90
1515 90 29,ex,422.90
1515 90 31,ex,422.90
1515 90 39,ex,422.90
1515 90 40,ex,422.90
1515 90 51,ex,422.90
1515 90 59,ex,422.90
1515 90 60,ex,422.90
1515 90 91,ex,422.90
1515 90 99,ex,422.90
1516 10 10,ex,431.21
1516 10 90,ex,431.21
1516 20 10,ex,431.22
1516 20 91,ex,431.22
1516 20 95,ex,431.22
1516 20 96,ex,431.22
1516 20 98,ex,431.22
1517 10 10,ex,091.01
1517 10 90,ex,091.01
1517 90 10,ex,091.09
1517 90 91,ex,091.09
1517 90 93,ex,091.09
1517 90 99,ex,091.09
1518 00 10,ex,431.10
1518 00 31,ex,431.10
1518 00 39,ex,431.10
1518 00 91,ex,431.10
1518 00 95,ex,431.10
1518 00 99,ex,431.10
1520 00 00,ex,512.22
1521 10 00,-,431.41
1521 90 10,ex,431.42
1521 90 91,ex,431.42
1521 90 99,ex,431.42
1522 00 10,ex,431.30
1522 00 31,ex,431.30
1522 00 39,ex,431.30
1522 00 91,ex,431.30
1522 00 99,ex,431.30
1601 00 10,ex,017.20
1601 00 91,ex,017.20
1601 00 99,ex,017.20
1602 10 00,-,098.11
1602 20 10,ex,017.30
1602 20 90,ex,017.30
1602 31 11,ex,017.40
1602 31 19,ex,017.40
1602 31 80,ex,017.40
1602 32 11,ex,017.40
1602 32 19,ex,017.40
1602 32 30,ex,017.40
1602 32 90,ex,017.40
1602 39 21,ex,017.40
1602 39 29,ex,017.40
1602 39 85,ex,017.40
1602 41 10,ex,017.50
1602 41 90,ex,017.50
1602 42 10,ex,017.50
1602 42 90,ex,017.50
1602 49 11,ex,017.50
1602 49 13,ex,017.50
1602 49 15,ex,017.50
1602 49 19,ex,017.50
1602 49 30,ex,017.50
1602 49 50,ex,017.50
1602 49 90,ex,017.50
1602 50 10,ex,017.60
1602 50 31,ex,017.60
1602 50 95,ex,017.60
1602 90 10,ex,017.90
1602 90 31,ex,017.90
1602 90 51,ex,017.90
1602 90 61,ex,017.90
1602 90 69,ex,017.90
1602 90 91,ex,017.90
1602 90 95,ex,017.90
1602 90 99,ex,017.90
1603 00 10,ex,017.10
1603 00 80,ex,017.10
1604 11 00,-,037.11
1604 12 10,ex,037.12
1604 12 91,ex,037.12
1604 12 99,ex,037.12
1604 13 11,ex,037.12
1604 13 19,ex,037.12
1604 13 90,ex,037.12
1604 14 21,ex,037.13
1604 14 26,ex,037.13
1604 14 28,ex,037.13
1604 14 31,ex,037.13
1604 14 36,ex,037.13
1604 14 38,ex,037.13
1604 14 41,ex,037.13
1604 14 46,ex,037.13
1604 14 48,ex,037.13
1604 14 90,ex,037.13
1604 15 11,ex,037.14
1604 15 19,ex,037.14
1604 15 90,ex,037.14
1604 16 00,ex,037.15
1604 17 00,ex,037.15
1604 18 00,ex,037.15
1604 19 10,ex,037.15
1604 19 31,ex,037.15
1604 19 39,ex,037.15
1604 19 50,ex,037.15
1604 19 91,ex,037.15
1604 19 92,ex,037.15
1604 19 93,ex,037.15
1604 19 94,ex,037.15
1604 19 95,ex,037.15
1604 19 97,ex,037.15
1604 20 05,ex,037.16
1604 20 10,ex,037.16
1604 20 30,ex,037.16
1604 20 40,ex,037.16
1604 20 50,ex,037.16
1604 20 70,ex,037.16
1604 20 90,ex,037.16
1604 31 00,ex,037.17
1604 32 00,ex,037.17
1605 10 00,ex,037.21
1605 21 10,ex,037.21
1605 21 90,ex,037.21
1605 29 00,ex,037.21
1605 30 10,ex,037.21
1605 30 90,ex,037.21
1605 40 00,ex,037.21
1605 51 00,ex,037.22
1605 52 00,ex,037.22
1605 53 10,ex,037.22
1605 53 90,ex,037.22
1605 54 00,ex,037.22
1605 55 00,ex,037.22
1605 56 00,ex,037.22
1605 57 00,ex,037.22
1605 58 00,ex,037.22
1605 59 00,ex,037.22
1605 61 00,ex,037.22
1605 62 00,ex,037.22
1605 63 00,ex,037.22
1605 69 00,ex,037.22
1701 12 10,ex,061.12
1701 12 90,ex,061.12
1701 13 10,ex,061.11
1701 13 90,ex,061.11
1701 14 10,ex,061.11
1701 14 90,ex,061.11
1701 91 00,-,061.21
1701 99 10,ex,061.29
1701 99 90,ex,061.29
1702 11 00,ex,061.91
1702 19 00,ex,061.91
1702 20 10,ex,061.92
1702 20 90,ex,061.92
1702 30 10,ex,061.93
1702 30 50,ex,061.93
1702 30 90,ex,061.93
1702 40 10,ex,061.94
1702 40 90,ex,061.94
1702 50 00,-,061.95
1702 60 10,ex,061.96
1702 60 80,ex,061.96
1702 60 95,ex,061.96
1702 90 10,ex,061.99
1702 90 30,ex,061.99
1702 90 50,ex,061.99
1702 90 71,ex,061.99
1702 90 75,ex,061.99
1702 90 79,ex,061.99
1702 90 80,ex,061.99
1702 90 95,ex,061.99
1703 10 00,-,061.51
1703 90 00,-,061.59
1704 10 10,ex,062.21
1704 10 90,ex,062.21
1704 90 10,ex,062.29
1704 90 30,ex,062.29
1704 90 51,ex,062.29
1704 90 55,ex,062.29
1704 90 61,ex,062.29
1704 90 65,ex,062.29
1704 90 71,ex,062.29
1704 90 75,ex,062.29
1704 90 81,ex,062.29
1704 90 99,ex,062.29
1801 00 00,-,072.10
1802 00 00,-,072.50
1803 10 00,-,072.31
1803 20 00,-,072.32
1804 00 00,-,072.40
1805 00 00,-,072.20
1806 10 15,ex,073.10
1806 10 20,ex,073.10
1806 10 30,ex,073.10
1806 10 90,ex,073.10
1806 20 10,ex,073.20
1806 20 30,ex,073.20
1806 20 50,ex,073.20
1806 20 70,ex,073.20
1806 20 80,ex,073.20
1806 20 95,ex,073.20
1806 31 00,ex,073.30
1806 32 10,ex,073.30
1806 32 90,ex,073.30
1806 90 11,ex,073.90
1806 90 19,ex,073.90
1806 90 31,ex,073.90
1806 90 39,ex,073.90
1806 90 50,ex,073.90
1806 90 60,ex,073.90
1806 90 70,ex,073.90
1806 90 90,ex,073.90
1901 10 00,-,098.93
1901 20 00,-,048.50
1901 90 11,ex,098.94
1901 90 19,ex,098.94
1901 90 91,ex,098.94
1901 90 99,ex,098.94
1902 11 00,ex,048.30
1902 19 10,ex,048.30
1902 19 90,ex,048.30
1902 20 10,ex,098.91
1902 20 30,ex,098.91
1902 20 91,ex,098.91
1902 20 99,ex,098.91
1902 30 10,ex,098.91
1902 30 90,ex,098.91
1902 40 10,ex,098.91
1902 40 90,ex,098.91
1903 00 00,-,056.45
1904 10 10,ex,048.11
1904 10 30,ex,048.11
1904 10 90,ex,048.11
1904 20 10,ex,048.11
1904 20 91,ex,048.11
1904 20 95,ex,048.11
1904 20 99,ex,048.11
1904 30 00,ex,048.12
1904 90 10,ex,048.12
1904 90 80,ex,048.12
1905 10 00,ex,048.41
1905 20 10,ex,048.42
1905 20 30,ex,048.42
1905 20 90,ex,048.42
1905 31 11,ex,048.42
1905 31 19,ex,048.42
1905 31 30,ex,048.42
1905 31 91,ex,048.42
1905 31 99,ex,048.42
1905 32 05,ex,048.42
1905 32 11,ex,048.42
1905 32 19,ex,048.42
1905 32 91,ex,048.42
1905 32 99,ex,048.42
1905 40 10,ex,048.41
1905 40 90,ex,048.41
1905 90 10,ex,048.49
1905 90 20,ex,048.49
1905 90 30,ex,048.49
1905 90 45,ex,048.49
1905 90 55,ex,048.49
1905 90 60,ex,048.49
1905 90 90,ex,048.49
2001 10 00,ex,056.71
2001 90 10,ex,056.71
2001 90 20,ex,056.71
2001 90 30,ex,056.71
2001 90 40,ex,056.71
2001 90 50,ex,056.71
2001 90 65,ex,056.71
2001 90 70,ex,056.71
2001 90 92,ex,056.71
2001 90 97,ex,056.71
2002 10 10,ex,056.72
2002 10 90,ex,056.72
2002 90 11,ex,056.73
2002 90 19,ex,056.73
2002 90 31,ex,056.73
2002 90 39,ex,056.73
2002 90 91,ex,056.73
2002 90 99,ex,056.73
2003 10 20,ex,056.74
2003 10 30,ex,056.74
2003 90 10,ex,056.74
2003 90 90,ex,056.74
2004 10 10,ex,056.61
2004 10 91,ex,056.61
2004 10 99,ex,056.61
2004 90 10,ex,056.69
2004 90 30,ex,056.69
2004 90 50,ex,056.69
2004 90 91,ex,056.69
2004 90 98,ex,056.69
2005 10 00,-,098.12
2005 20 10,ex,056.76
2005 20 20,ex,056.76
2005 20 80,ex,056.76
2005 40 00,ex,056.79
2005 51 00,ex,056.79
2005 59 00,ex,056.79
2005 60 00,ex,056.79
2005 70 00,ex,056.79
2005 80 00,-,056.77
2005 91 00,ex,056.79
2005 99 10,ex,056.79
2005 99 20,ex,056.79
2005 99 30,ex,056.79
2005 99 50,ex,056.79
2005 99 60,ex,056.79
2005 99 80,ex,056.79
2006 00 10,ex,062.10
2006 00 31,ex,062.10
2006 00 35,ex,062.10
2006 00 38,ex,062.10
2006 00 91,ex,062.10
2006 00 99,ex,062.10
2007 10 10,ex,098.13
2007 10 91,ex,098.13
2007 10 99,ex,098.13
2007 91 10,ex,058.10
2007 91 30,ex,058.10
2007 91 90,ex,058.10
2007 99 10,ex,058.10
2007 99 20,ex,058.10
2007 99 31,ex,058.10
2007 99 33,ex,058.10
2007 99 35,ex,058.10
2007 99 39,ex,058.10
2007 99 50,ex,058.10
2007 99 93,ex,058.10
2007 99 97,ex,058.10
2008 11 10,ex,058.92
2008 11 91,ex,058.92
2008 11 96,ex,058.92
2008 11 98,ex,058.92
2008 19 12,ex,058.92
2008 19 13,ex,058.92
2008 19 19,ex,058.92
2008 19 92,ex,058.92
2008 19 93,ex,058.92
2008 19 95,ex,058.92
2008 19 99,ex,058.92
2008 20 11,ex,058.93
2008 20 19,ex,058.93
2008 20 31,ex,058.93
2008 20 39,ex,058.93
2008 20 51,ex,058.93
2008 20 59,ex,058.93
2008 20 71,ex,058.93
2008 20 79,ex,058.93
2008 20 90,ex,058.93
2008 30 11,ex,058.94
2008 30 19,ex,058.94
2008 30 31,ex,058.94
2008 30 39,ex,058.94
2008 30 51,ex,058.94
2008 30 55,ex,058.94
2008 30 59,ex,058.94
2008 30 71,ex,058.94
2008 30 75,ex,058.94
2008 30 79,ex,058.94
2008 30 90,ex,058.94
2008 40 11,ex,058.96
2008 40 19,ex,058.96
2008 40 21,ex,058.96
2008 40 29,ex,058.96
2008 40 31,ex,058.96
2008 40 39,ex,058.96
2008 40 51,ex,058.96
2008 40 59,ex,058.96
2008 40 71,ex,058.96
2008 40 79,ex,058.96
2008 40 90,ex,058.96
2008 50 11,ex,058.95
2008 50 19,ex,058.95
2008 50 31,ex,058.95
2008 50 39,ex,058.95
2008 50 51,ex,058.95
2008 50 59,ex,058.95
2008 50 61,ex,058.95
2008 50 69,ex,058.95
2008 50 71,ex,058.95
2008 50 79,ex,058.95
2008 50 92,ex,058.95
2008 50 98,ex,058.95
2008 60 11,ex,058.95
2008 60 19,ex,058.95
2008 60 31,ex,058.95
2008 60 39,ex,058.95
2008 60 50,ex,058.95
2008 60 60,ex,058.95
2008 60 70,ex,058.95
2008 60 90,ex,058.95
2008 70 11,ex,058.95
2008 70 19,ex,058.95
2008 70 31,ex,058.95
2008 70 39,ex,058.95
2008 70 51,ex,058.95
2008 70 59,ex,058.95
2008 70 61,ex,058.95
2008 70 69,ex,058.95
